id_pedido,id_produto,id_loja,nome_produto,categoria_produto,cidade,data_venda,quantidade_vendida,valor_venda
592,72,5,UI/UX-K,Ferramentas Criativas,São Paulo,20/02/2023,9,214.06
593,38,1,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,16/01/2023,17,361.95
594,76,5,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,29/12/2024,9,90.3
595,90,1,CodeCode,Ferramentas Criativas,Belo Horizonte,29/11/2024,2,428.22
596,34,3,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,23/08/2022,8,312.98
597,78,2,CodeCode,Ferramentas Educacionais,Belo Horizonte,10/12/2024,13,12.34
598,78,4,HargenXtudio,Ferramentas Criativas,Belo Horizonte,28/01/2023,2,461.49
599,13,2,LostFost,Ferramentas Educacionais,Rio de Janeiro,08/12/2022,18,79.04
600,37,5,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,13/08/2022,4,367.91
601,59,4,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,28/03/2023,16,446.29
602,57,3,LostFost,Ferramentas de Desenvolvimento,São Paulo,23/08/2022,13,449.08
603,74,5,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,24/12/2022,10,156.19
604,31,3,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,26/07/2023,14,456.08
605,54,5,CodeCode,Ferramentas Criativas,São Paulo,17/04/2024,14,479.63
606,40,4,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,23/09/2022,8,188.67
607,40,5,LostFost,Ferramentas de Desenvolvimento,São Paulo,03/10/2022,10,491.47
608,48,4,PowerPro,Ferramentas Educacionais,Rio de Janeiro,21/01/2022,10,410.21
609,49,2,UI/UX-K,Ferramentas Criativas,São Paulo,30/11/2023,6,392.76
610,42,4,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,11/06/2022,6,69.85
611,57,2,LostFost,Ferramentas de Desenvolvimento,São Paulo,22/08/2024,9,27.54
612,10,4,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,18/09/2022,7,129.62
613,46,2,LostFost,Ferramentas Educacionais,Rio de Janeiro,14/11/2022,7,218.51
614,28,1,PowerPro,Ferramentas Educacionais,Rio de Janeiro,30/01/2024,3,364.39
615,56,1,UI/UX-K,Ferramentas Criativas,Belo Horizonte,15/12/2023,2,450.14
616,57,3,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,15/05/2023,12,412.69
617,55,2,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,14/12/2024,19,68.96
618,15,4,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,02/09/2023,4,436.2
619,13,4,PowerPro,Ferramentas Criativas,Belo Horizonte,02/08/2023,6,270.57
620,45,4,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,19/07/2022,16,203.13
621,49,2,PowerPro,Ferramentas Criativas,São Paulo,30/09/2024,12,65.26
622,89,4,LostFost,Ferramentas Criativas,São Paulo,12/05/2024,11,60.79
623,35,1,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,27/09/2024,7,429.72
624,97,2,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,06/05/2023,10,388.19
625,62,5,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,22/02/2024,18,41.56
626,40,3,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,29/08/2022,6,59.04
627,55,1,HargenXtudio,Ferramentas Criativas,Belo Horizonte,30/06/2022,11,178.72
628,98,2,CodeCode,Ferramentas Educacionais,São Paulo,12/08/2022,7,230.41
629,69,4,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,19/02/2023,13,365.82
630,63,5,PowerPro,Ferramentas de Desenvolvimento,São Paulo,23/02/2023,4,74.11
631,66,4,CodeCode,Ferramentas de Desenvolvimento,São Paulo,03/04/2022,1,235.02
632,10,2,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,15/07/2024,4,276.55
633,60,5,HargenXtudio,Ferramentas Criativas,São Paulo,29/03/2024,9,169.42
634,100,4,PowerPro,Ferramentas Educacionais,Belo Horizonte,06/07/2024,14,207.9
635,43,3,LostFost,Ferramentas Educacionais,Rio de Janeiro,16/07/2022,13,386.63
636,100,4,PowerPro,Ferramentas de Desenvolvimento,São Paulo,17/03/2022,19,55.92
637,25,1,PowerPro,Ferramentas Criativas,São Paulo,20/04/2024,13,91.57
638,21,5,HargenXtudio,Ferramentas Criativas,Belo Horizonte,05/01/2023,20,35.88
639,35,4,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,29/12/2024,14,92.81
640,79,2,CodeCode,Ferramentas Criativas,Rio de Janeiro,24/10/2024,13,150.26
641,81,4,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,16/09/2022,7,328.3
642,44,5,PowerPro,Ferramentas Educacionais,Rio de Janeiro,08/03/2023,13,51.13
643,83,5,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,11/10/2023,10,96.03
644,93,4,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,24/11/2023,11,268.87
645,94,2,LostFost,Ferramentas de Desenvolvimento,São Paulo,20/05/2022,9,95.69
646,27,5,LostFost,Ferramentas de Desenvolvimento,São Paulo,12/12/2022,5,86.5
647,78,4,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,30/08/2022,17,474.5
648,69,1,LostFost,Ferramentas Educacionais,São Paulo,20/04/2022,1,56.52
649,11,2,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,25/02/2022,8,417.7
650,90,4,LostFost,Ferramentas Educacionais,Rio de Janeiro,17/02/2024,7,86.11
651,25,3,LostFost,Ferramentas de Desenvolvimento,São Paulo,04/03/2023,3,124.82
652,49,2,LostFost,Ferramentas de Desenvolvimento,São Paulo,08/01/2024,19,65.15
653,84,1,PowerPro,Ferramentas Criativas,Belo Horizonte,03/07/2022,6,459.7
654,38,5,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,13/08/2024,5,135.23
655,11,1,LostFost,Ferramentas Criativas,Belo Horizonte,25/06/2023,14,219.7
656,13,4,PowerPro,Ferramentas Educacionais,Belo Horizonte,31/05/2022,18,342.81
657,45,4,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,18/12/2023,15,113.86
658,74,1,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,23/11/2023,12,80.01
659,14,1,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,08/09/2024,17,142.53
660,77,5,LostFost,Ferramentas Educacionais,Rio de Janeiro,13/02/2022,6,331.59
661,82,5,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,05/07/2023,2,263.25
662,29,1,PowerPro,Ferramentas Criativas,Belo Horizonte,19/07/2022,17,436.75
663,70,1,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,10/02/2022,4,211.89
664,60,2,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,12/10/2023,9,259.62
665,24,2,CodeCode,Ferramentas Educacionais,Belo Horizonte,19/06/2022,1,169.73
666,73,1,PowerPro,Ferramentas de Desenvolvimento,São Paulo,26/12/2024,19,11.07
667,40,5,CodeCode,Ferramentas Educacionais,Rio de Janeiro,13/11/2023,10,121.91
668,11,1,UI/UX-K,Ferramentas Criativas,Belo Horizonte,12/10/2024,20,72.4
669,87,4,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,11/03/2023,20,476.19
670,19,5,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,25/03/2024,4,429.49
671,88,2,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,17/01/2024,9,138.77
672,75,3,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,18/04/2022,4,208.75
673,27,1,UI/UX-K,Ferramentas Educacionais,São Paulo,14/04/2024,15,65.79
674,36,1,PowerPro,Ferramentas Educacionais,São Paulo,23/02/2024,7,107.17
675,58,4,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,02/10/2023,18,353.07
676,69,3,PowerPro,Ferramentas Criativas,Belo Horizonte,31/03/2024,18,370.0
677,85,3,LostFost,Ferramentas Educacionais,Rio de Janeiro,11/01/2024,19,490.31
678,49,1,PowerPro,Ferramentas Educacionais,Rio de Janeiro,05/06/2022,8,445.38
679,14,4,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,23/06/2022,8,280.13
680,21,4,HargenXtudio,Ferramentas Criativas,São Paulo,16/11/2022,17,177.0
681,75,3,LostFost,Ferramentas de Desenvolvimento,São Paulo,04/04/2024,11,226.49
682,53,4,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,02/02/2024,8,347.53
683,18,5,CodeCode,Ferramentas Criativas,Rio de Janeiro,16/02/2023,16,396.71
684,77,3,LostFost,Ferramentas de Desenvolvimento,São Paulo,24/05/2023,10,203.74
685,23,4,LostFost,Ferramentas Educacionais,Rio de Janeiro,23/02/2024,16,175.21
686,46,4,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,26/06/2024,13,75.38
687,23,1,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,24/04/2024,19,252.42
688,96,3,UI/UX-K,Ferramentas Criativas,Belo Horizonte,01/07/2022,4,339.28
689,49,1,LostFost,Ferramentas Educacionais,São Paulo,21/05/2022,17,424.53
690,10,4,PowerPro,Ferramentas de Desenvolvimento,São Paulo,29/08/2023,7,153.36
691,91,2,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,19/07/2024,10,457.0
692,43,1,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,25/08/2022,2,18.61
693,90,2,HargenXtudio,Ferramentas Criativas,São Paulo,21/07/2022,2,437.97
694,57,2,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,17/06/2022,18,107.9
695,36,2,LostFost,Ferramentas Criativas,São Paulo,15/06/2022,17,448.24
696,29,1,CodeCode,Ferramentas Educacionais,Belo Horizonte,14/04/2023,8,106.18
697,98,3,PowerPro,Ferramentas Educacionais,Rio de Janeiro,10/12/2022,13,350.48
698,87,3,CodeCode,Ferramentas Educacionais,Belo Horizonte,24/03/2022,8,374.52
699,40,5,PowerPro,Ferramentas de Desenvolvimento,São Paulo,03/02/2022,17,247.02
700,45,1,CodeCode,Ferramentas Criativas,Rio de Janeiro,09/02/2022,11,182.8
701,77,4,LostFost,Ferramentas Criativas,Belo Horizonte,14/06/2024,12,182.86
702,11,1,LostFost,Ferramentas Educacionais,São Paulo,22/05/2024,9,407.12
703,97,1,CodeCode,Ferramentas Educacionais,Belo Horizonte,05/02/2023,18,402.35
704,67,2,LostFost,Ferramentas Criativas,Belo Horizonte,01/04/2022,5,337.15
705,42,3,HargenXtudio,Ferramentas Educacionais,São Paulo,22/04/2024,2,480.99
706,18,4,CodeCode,Ferramentas Educacionais,Rio de Janeiro,18/06/2022,18,198.78
707,18,2,UI/UX-K,Ferramentas Criativas,Belo Horizonte,27/02/2022,14,43.59
708,34,4,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,07/03/2024,12,498.54
709,17,4,CodeCode,Ferramentas Criativas,Rio de Janeiro,11/08/2022,19,87.63
710,94,2,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,08/05/2023,5,51.99
711,93,2,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,20/04/2023,11,259.86
712,100,2,LostFost,Ferramentas Educacionais,Rio de Janeiro,12/01/2022,19,335.43
713,70,4,LostFost,Ferramentas Educacionais,Rio de Janeiro,20/08/2024,1,176.27
714,41,4,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,13/10/2022,18,445.65
715,13,2,PowerPro,Ferramentas Criativas,Rio de Janeiro,12/10/2023,5,239.14
716,85,2,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,18/08/2024,7,187.93
717,45,4,PowerPro,Ferramentas Educacionais,Rio de Janeiro,27/03/2024,4,458.98
718,66,5,PowerPro,Ferramentas Educacionais,Rio de Janeiro,17/02/2024,4,297.09
719,91,3,HargenXtudio,Ferramentas Criativas,Belo Horizonte,24/08/2024,8,39.7
720,83,5,PowerPro,Ferramentas Educacionais,Belo Horizonte,20/09/2024,6,79.58
721,32,2,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,11/06/2024,13,377.41
722,39,5,CodeCode,Ferramentas Educacionais,São Paulo,20/10/2022,15,331.53
723,52,4,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,10/06/2022,20,18.45
724,15,5,LostFost,Ferramentas Educacionais,São Paulo,07/06/2022,7,266.05
725,84,3,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,25/10/2024,18,234.57
726,22,2,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,16/09/2024,1,280.43
727,50,4,HargenXtudio,Ferramentas Criativas,São Paulo,27/02/2024,7,225.39
728,72,4,PowerPro,Ferramentas de Desenvolvimento,São Paulo,16/02/2024,12,295.54
729,52,1,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,27/01/2022,16,261.14
730,98,1,UI/UX-K,Ferramentas Educacionais,São Paulo,01/02/2024,10,320.83
731,24,5,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,09/03/2022,10,252.21
732,29,1,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,09/05/2023,9,252.25
733,80,4,HargenXtudio,Ferramentas Educacionais,São Paulo,24/04/2022,2,368.61
734,85,4,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,08/09/2022,12,461.21
735,100,4,CodeCode,Ferramentas Educacionais,Rio de Janeiro,28/12/2023,17,430.71
736,15,3,PowerPro,Ferramentas de Desenvolvimento,São Paulo,04/03/2024,13,74.74
737,50,4,UI/UX-K,Ferramentas Criativas,São Paulo,15/05/2023,18,286.21
738,11,1,HargenXtudio,Ferramentas Educacionais,São Paulo,30/06/2024,7,457.39
739,50,3,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,25/08/2023,17,83.58
740,12,1,CodeCode,Ferramentas Educacionais,São Paulo,01/04/2023,5,282.4
741,49,4,LostFost,Ferramentas Educacionais,São Paulo,25/04/2024,19,259.29
742,49,3,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,01/09/2023,15,169.3
743,99,5,UI/UX-K,Ferramentas Educacionais,São Paulo,22/06/2024,16,17.44
744,28,1,UI/UX-K,Ferramentas Criativas,Belo Horizonte,26/05/2024,17,279.81
745,71,3,LostFost,Ferramentas Educacionais,São Paulo,01/12/2023,18,330.97
746,48,3,UI/UX-K,Ferramentas Criativas,São Paulo,23/01/2022,13,184.48
747,21,1,PowerPro,Ferramentas Criativas,Rio de Janeiro,07/07/2022,12,270.88
748,41,1,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,14/10/2024,3,43.3
749,45,3,CodeCode,Ferramentas Educacionais,São Paulo,18/10/2022,10,150.67
750,52,4,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,01/08/2023,6,136.58
751,79,2,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,15/10/2024,19,272.29
752,16,3,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,04/07/2024,15,355.13
753,88,1,PowerPro,Ferramentas Educacionais,Rio de Janeiro,28/04/2023,11,258.63
754,13,5,HargenXtudio,Ferramentas Criativas,Belo Horizonte,11/03/2024,20,61.62
755,51,3,UI/UX-K,Ferramentas Criativas,São Paulo,03/09/2023,10,121.07
756,30,5,CodeCode,Ferramentas Criativas,Rio de Janeiro,21/10/2022,9,428.39
757,51,1,PowerPro,Ferramentas Criativas,São Paulo,02/07/2023,3,297.79
758,89,4,LostFost,Ferramentas Educacionais,Belo Horizonte,10/02/2022,7,48.2
759,33,1,CodeCode,Ferramentas de Desenvolvimento,São Paulo,21/12/2022,11,186.41
760,98,3,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,19/01/2023,17,346.35
761,75,2,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,27/03/2023,6,184.39
762,15,3,LostFost,Ferramentas Educacionais,Belo Horizonte,20/11/2022,13,78.93
763,84,4,CodeCode,Ferramentas Educacionais,Belo Horizonte,05/09/2022,17,94.75
764,41,3,UI/UX-K,Ferramentas Criativas,São Paulo,23/10/2024,6,204.6
765,85,2,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,25/09/2024,13,228.36
766,72,2,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,12/03/2022,5,298.31
767,51,5,PowerPro,Ferramentas Educacionais,Rio de Janeiro,25/03/2024,17,396.82
768,45,1,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,25/04/2023,15,88.2
769,40,3,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,31/01/2023,17,125.55
770,83,4,PowerPro,Ferramentas Educacionais,Rio de Janeiro,12/03/2022,18,148.79
771,40,3,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,30/03/2023,8,41.79
772,23,1,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,05/02/2023,9,446.91
773,96,4,LostFost,Ferramentas Criativas,São Paulo,29/12/2024,16,86.11
774,37,4,LostFost,Ferramentas Criativas,São Paulo,29/05/2022,18,493.02
775,89,5,LostFost,Ferramentas Educacionais,Belo Horizonte,22/09/2022,2,426.55
776,45,5,LostFost,Ferramentas Educacionais,Belo Horizonte,15/07/2022,5,236.65
777,77,1,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,18/05/2023,15,463.62
778,93,4,CodeCode,Ferramentas de Desenvolvimento,São Paulo,21/06/2024,13,412.71
779,55,2,LostFost,Ferramentas Criativas,Belo Horizonte,22/02/2022,10,276.94
780,38,5,CodeCode,Ferramentas Educacionais,Rio de Janeiro,13/08/2023,20,419.64
781,91,5,HargenXtudio,Ferramentas Criativas,São Paulo,01/08/2022,14,10.65
782,67,5,CodeCode,Ferramentas Criativas,Rio de Janeiro,15/07/2022,5,463.85
783,96,1,HargenXtudio,Ferramentas Criativas,São Paulo,18/02/2022,12,102.59
784,89,5,LostFost,Ferramentas Educacionais,Belo Horizonte,01/09/2024,18,16.23
785,66,5,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,23/07/2023,19,391.18
786,71,5,PowerPro,Ferramentas Educacionais,São Paulo,06/09/2022,2,286.79
787,83,1,HargenXtudio,Ferramentas Educacionais,São Paulo,10/05/2024,5,138.22
788,15,2,PowerPro,Ferramentas Educacionais,Rio de Janeiro,27/01/2022,16,453.66
789,48,1,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,06/10/2023,10,63.03
790,12,5,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,11/10/2023,20,450.87
791,68,2,PowerPro,Ferramentas Criativas,Rio de Janeiro,27/09/2024,18,278.02
792,31,5,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,03/04/2022,1,371.64
793,60,5,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,26/08/2023,19,375.9
794,32,2,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,10/06/2024,20,158.42
795,65,1,UI/UX-K,Ferramentas Educacionais,São Paulo,22/03/2022,17,51.46
796,26,3,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,01/01/2022,7,429.29
797,39,5,PowerPro,Ferramentas Educacionais,Belo Horizonte,11/09/2022,12,214.51
798,29,4,LostFost,Ferramentas Educacionais,São Paulo,22/03/2024,11,154.12
799,94,3,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,12/05/2024,17,111.96
800,53,4,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,09/06/2022,12,54.95
801,50,4,HargenXtudio,Ferramentas Criativas,Belo Horizonte,14/10/2024,1,109.32
802,54,4,UI/UX-K,Ferramentas Criativas,Belo Horizonte,02/03/2022,2,125.81
803,50,2,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,22/12/2024,12,121.33
804,82,5,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,01/07/2023,6,304.47
805,47,2,LostFost,Ferramentas Criativas,Rio de Janeiro,25/08/2022,16,115.15
806,33,3,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,01/04/2024,8,242.19
807,43,3,HargenXtudio,Ferramentas Criativas,Belo Horizonte,26/03/2023,12,260.19
808,15,3,PowerPro,Ferramentas Criativas,Belo Horizonte,13/02/2024,20,346.54
809,53,1,LostFost,Ferramentas de Desenvolvimento,São Paulo,19/12/2022,11,105.87
810,61,1,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,20/06/2022,5,34.16
811,70,2,LostFost,Ferramentas Criativas,Belo Horizonte,29/11/2023,2,147.77
812,73,2,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,24/06/2022,6,339.27
813,53,2,PowerPro,Ferramentas Criativas,Belo Horizonte,09/10/2023,18,67.29
814,49,5,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,16/11/2024,16,178.61
815,22,4,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,23/01/2022,14,354.83
816,43,2,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,14/11/2024,1,42.1
817,19,3,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,04/02/2022,2,418.4
818,27,3,UI/UX-K,Ferramentas Criativas,São Paulo,05/02/2023,2,378.27
819,41,5,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,04/02/2022,15,52.33
820,52,5,PowerPro,Ferramentas de Desenvolvimento,São Paulo,19/07/2024,7,437.41
821,20,1,CodeCode,Ferramentas de Desenvolvimento,São Paulo,03/02/2024,19,370.73
822,79,3,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,25/06/2023,3,91.51
823,69,2,CodeCode,Ferramentas Criativas,Rio de Janeiro,19/01/2022,8,42.72
824,61,2,CodeCode,Ferramentas Criativas,São Paulo,18/05/2024,16,187.78
825,92,4,LostFost,Ferramentas Criativas,São Paulo,28/03/2023,7,410.48
826,85,4,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,18/10/2023,3,305.27
827,25,5,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,19/11/2024,19,268.84
828,85,1,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,15/05/2023,5,299.89
829,85,2,CodeCode,Ferramentas Educacionais,Rio de Janeiro,11/03/2022,18,154.47
830,89,5,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,30/06/2022,9,317.96
831,66,2,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,17/11/2022,5,208.6
832,40,3,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,07/02/2022,18,377.2
833,82,2,LostFost,Ferramentas Criativas,Belo Horizonte,05/01/2022,3,245.64
834,61,5,PowerPro,Ferramentas Educacionais,Belo Horizonte,01/10/2023,7,345.32
835,83,3,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,29/04/2022,2,401.72
836,39,5,CodeCode,Ferramentas Educacionais,São Paulo,10/09/2023,13,163.29
837,43,4,CodeCode,Ferramentas Educacionais,Rio de Janeiro,08/03/2022,1,141.4
838,29,5,PowerPro,Ferramentas Criativas,São Paulo,16/08/2022,6,300.69
839,86,4,CodeCode,Ferramentas Criativas,Belo Horizonte,11/02/2024,10,199.41
840,43,5,LostFost,Ferramentas Educacionais,Belo Horizonte,04/10/2024,6,385.86
841,99,1,LostFost,Ferramentas de Desenvolvimento,São Paulo,15/01/2024,2,48.94
842,73,4,CodeCode,Ferramentas Criativas,Rio de Janeiro,11/03/2023,4,134.13
843,41,2,CodeCode,Ferramentas Educacionais,Belo Horizonte,10/11/2022,5,247.79
844,56,4,PowerPro,Ferramentas Criativas,São Paulo,15/06/2023,12,33.75
845,59,4,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,25/08/2022,14,213.97
846,50,4,CodeCode,Ferramentas Criativas,Belo Horizonte,03/01/2022,2,400.82
847,78,2,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,05/12/2022,6,419.2
848,80,1,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,16/05/2024,9,145.93
849,95,4,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,12/07/2023,17,368.25
850,74,5,LostFost,Ferramentas Criativas,São Paulo,28/09/2024,17,99.63
851,60,3,LostFost,Ferramentas Educacionais,São Paulo,07/03/2023,9,407.02
852,55,5,LostFost,Ferramentas Educacionais,Belo Horizonte,11/10/2023,12,253.34
853,18,1,CodeCode,Ferramentas Criativas,São Paulo,25/02/2024,11,384.68
854,59,2,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,28/07/2024,11,463.82
855,55,3,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,12/05/2022,12,420.89
856,45,5,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,20/07/2023,11,147.3
857,13,3,LostFost,Ferramentas Criativas,Rio de Janeiro,18/11/2024,14,100.85
858,37,4,LostFost,Ferramentas Criativas,São Paulo,29/07/2022,17,241.5
859,10,1,CodeCode,Ferramentas Educacionais,Belo Horizonte,09/11/2022,1,114.77
860,83,1,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,11/05/2022,5,137.51
861,13,1,UI/UX-K,Ferramentas Educacionais,São Paulo,13/02/2022,19,283.32
862,93,1,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,27/11/2024,18,443.75
863,61,2,HargenXtudio,Ferramentas Educacionais,São Paulo,10/09/2022,1,246.91
864,44,3,CodeCode,Ferramentas Educacionais,Rio de Janeiro,13/12/2023,16,152.4
865,14,3,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,25/07/2024,20,20.7
866,85,2,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,30/08/2024,3,168.82
867,96,4,LostFost,Ferramentas de Desenvolvimento,São Paulo,22/05/2024,7,320.28
868,91,2,LostFost,Ferramentas Criativas,Rio de Janeiro,08/03/2023,5,497.91
869,54,2,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,12/04/2022,18,444.79
870,76,2,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,15/08/2022,16,31.2
871,43,3,PowerPro,Ferramentas Educacionais,São Paulo,03/04/2022,7,477.77
872,46,3,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,25/09/2022,3,482.68
873,33,5,HargenXtudio,Ferramentas Criativas,São Paulo,03/05/2023,4,421.96
874,29,2,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,20/06/2023,19,266.63
875,43,2,HargenXtudio,Ferramentas Criativas,Belo Horizonte,16/05/2024,5,157.08
876,22,1,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,07/05/2023,3,308.57
877,75,5,LostFost,Ferramentas Educacionais,Rio de Janeiro,20/05/2023,9,209.15
878,42,5,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,23/01/2022,3,228.26
879,21,1,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,25/05/2023,18,499.44
880,75,3,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,05/02/2023,8,74.71
881,38,5,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,27/10/2023,10,22.84
882,76,3,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,05/06/2023,4,180.35
883,42,5,CodeCode,Ferramentas Criativas,Belo Horizonte,14/01/2022,15,360.26
884,43,2,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,29/09/2023,15,419.9
885,14,1,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,22/08/2023,11,420.2
886,46,2,PowerPro,Ferramentas Educacionais,Belo Horizonte,10/03/2024,17,348.14
887,48,3,CodeCode,Ferramentas Educacionais,Belo Horizonte,14/03/2023,10,314.75
